Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Total_Amt_Chng_Q4_Q1,Total_Revolving_Bal,Credit_Limit,Months_on_book,Total_Relationship_Count,Avg_Utilization_Ratio,Contacts_Count_12_mon,Months_Inactive_12_mon,Dependent_count,Cluster,Attrition_Flag
2093,42,1.0,1.32,2223,2759.0,47,5,0.806,2,6,3,0,Existing Customer
678,11,0.833,0.798,1381,8249.0,38,2,0.167,3,3,3,3,Attrited Customer
1467,29,1.417,1.084,2154,14041.0,31,2,0.153,2,3,2,4,Existing Customer
1219,27,0.5,0.374,2169,5264.0,43,5,0.412,2,3,3,0,Existing Customer
1730,36,0.565,1.256,1912,2420.0,54,4,0.79,1,2,0,0,Existing Customer
1025,28,0.647,0.541,2070,2826.0,43,4,0.732,0,2,4,2,Existing Customer
1165,33,0.833,0.645,1539,12518.0,34,5,0.123,2,5,2,3,Existing Customer
2133,55,0.719,1.012,1297,5876.0,56,4,0.221,1,2,0,0,Existing Customer
1122,13,0.182,0.448,0,34516.0,37,3,0.0,3,2,3,3,Existing Customer
1083,22,1.75,0.549,1926,9648.0,38,4,0.2,2,1,2,0,Existing Customer
1234,23,1.875,1.32,2177,34516.0,40,3,0.063,3,3,2,4,Existing Customer
1277,23,1.875,1.252,2376,3025.0,35,3,0.785,0,3,2,2,Existing Customer
1843,35,0.944,0.952,2517,3265.0,26,4,0.771,3,3,3,2,Existing Customer
1747,49,0.581,0.685,1355,6041.0,36,3,0.224,2,2,1,0,Existing Customer
1166,22,1.444,0.617,1823,2293.0,36,3,0.795,2,3,2,2,Existing Customer
1326,31,0.824,0.627,2505,13399.0,36,6,0.187,2,2,3,4,Existing Customer
1619,36,1.0,0.944,2517,4317.0,38,4,0.583,3,3,3,2,Existing Customer
1285,16,0.333,0.581,1069,3378.0,29,5,0.316,0,2,3,3,Existing Customer
1142,28,1.0,0.816,2242,5012.0,36,4,0.447,3,1,1,0,Existing Customer
1190,46,0.643,0.574,1605,2569.0,30,4,0.625,0,1,4,2,Existing Customer
1052,24,0.714,1.051,1785,3471.0,45,3,0.514,2,1,1,0,Existing Customer
1628,38,0.727,0.771,1699,34516.0,31,5,0.049,3,3,5,4,Existing Customer
1740,32,0.882,0.986,1844,3312.0,36,6,0.557,2,3,1,0,Existing Customer
1378,29,0.812,1.707,2462,2578.0,38,4,0.955,3,3,1,0,Existing Customer
996,26,0.444,0.821,2517,2902.0,44,4,0.867,2,3,2,0,Attrited Customer
1389,32,0.6,1.315,2321,2742.0,39,3,0.846,1,2,3,2,Existing Customer
1365,38,1.0,1.031,1571,2077.0,53,5,0.756,3,3,1,0,Existing Customer
1715,43,0.87,1.027,1942,6265.0,40,5,0.31,2,1,4,2,Existing Customer
1582,25,0.786,0.827,1560,7819.0,44,6,0.2,0,3,2,0,Existing Customer
1220,22,0.692,0.62,1692,2731.0,42,6,0.62,3,3,3,0,Existing Customer
715,13,0.182,0.819,537,1438.3,36,2,0.373,3,4,1,3,Attrited Customer
2552,49,1.227,1.223,1710,16286.0,36,3,0.105,2,1,0,0,Existing Customer
1106,31,0.938,0.507,0,34516.0,39,3,0.0,3,2,1,4,Existing Customer
1731,34,1.833,1.269,2439,2609.0,47,6,0.935,0,1,3,2,Existing Customer
1435,32,0.6,0.541,1173,7567.0,45,5,0.155,2,3,2,3,Existing Customer
1882,38,0.652,0.994,2517,22770.0,33,5,0.111,3,3,5,4,Existing Customer
2058,34,0.789,1.227,1648,3791.0,50,5,0.435,2,1,0,0,Existing Customer
1658,32,1.462,1.019,2517,2702.0,39,4,0.932,2,4,2,2,Existing Customer
1334,32,0.6,1.049,2117,2555.0,35,3,0.829,3,1,3,2,Existing Customer
1441,29,0.812,0.751,1090,2355.0,26,5,0.463,2,3,3,2,Existing Customer
1371,39,1.167,0.939,0,5332.0,42,6,0.0,0,2,2,5,Existing Customer
1991,38,0.583,0.683,1375,1443.0,49,6,0.953,2,3,1,0,Existing Customer
1278,22,1.444,1.166,755,10741.0,39,6,0.07,3,2,4,5,Existing Customer
1734,39,1.167,0.797,1503,7984.0,25,3,0.188,0,2,1,2,Existing Customer
1330,34,1.125,0.703,2517,18584.0,32,3,0.135,2,2,3,4,Existing Customer
1787,31,0.722,1.503,1465,5585.0,56,4,0.262,3,1,0,0,Existing Customer
1672,32,0.524,0.837,2165,34516.0,38,6,0.063,2,3,2,4,Existing Customer
1439,41,1.05,1.068,0,1438.3,43,6,0.0,4,3,1,5,Existing Customer
1558,31,0.938,1.284,2031,2478.0,24,5,0.82,0,1,2,2,Existing Customer
1795,47,0.679,0.788,2274,34516.0,46,6,0.066,3,3,4,4,Existing Customer
893,22,0.375,0.431,1440,2339.0,44,6,0.616,3,2,2,0,Existing Customer
1099,27,0.588,0.844,0,2726.0,36,6,0.0,2,3,2,3,Existing Customer
1408,23,1.091,0.762,848,14881.0,39,3,0.057,3,3,4,4,Existing Customer
1893,15,2.75,0.999,969,1628.0,36,6,0.595,3,3,4,2,Existing Customer
1151,31,1.385,1.052,1644,3156.0,34,5,0.521,2,2,2,2,Existing Customer
1519,31,0.938,0.93,1270,4745.0,41,5,0.268,0,3,2,0,Existing Customer
1245,25,0.786,0.572,1785,19727.0,36,5,0.09,2,3,2,4,Existing Customer
1102,27,0.286,0.685,793,22720.0,36,3,0.035,2,3,0,3,Existing Customer
1402,33,0.737,0.566,1799,8129.0,36,5,0.221,0,3,4,2,Existing Customer
1060,30,1.308,0.974,1521,3751.0,27,6,0.405,3,2,4,2,Existing Customer
1459,35,1.188,0.817,1411,1594.0,36,3,0.885,3,5,4,2,Existing Customer
1456,39,0.444,0.886,1403,2569.0,43,4,0.546,0,2,1,0,Existing Customer
1439,48,1.0,0.921,1586,18206.0,44,6,0.087,2,3,4,4,Existing Customer
1353,24,1.182,0.828,1766,3104.0,34,6,0.569,3,3,4,2,Existing Customer
1173,32,0.391,0.751,1560,2406.0,41,5,0.648,2,3,3,0,Existing Customer
1746,28,1.0,1.174,1955,24571.0,36,5,0.08,3,2,1,4,Existing Customer
1279,28,0.867,0.556,726,15534.0,36,3,0.047,3,2,3,3,Existing Customer
1307,29,0.261,0.484,2250,12301.0,33,4,0.183,0,2,2,3,Existing Customer
1473,37,1.176,0.711,1818,2846.0,26,6,0.639,3,2,4,2,Existing Customer
1805,37,0.762,0.778,1794,9788.0,49,6,0.183,3,2,2,0,Existing Customer
1421,23,1.3,0.996,2381,7231.0,36,4,0.329,3,3,2,0,Existing Customer
1272,37,1.312,0.728,1576,2324.0,48,6,0.678,2,3,1,0,Existing Customer
1409,34,0.619,0.616,1980,12208.0,40,3,0.162,3,2,2,3,Existing Customer
647,15,0.364,1.087,1547,5639.0,30,2,0.274,3,5,4,3,Attrited Customer
1275,25,0.667,0.578,1617,10021.0,46,3,0.161,2,3,1,0,Existing Customer
1270,27,0.588,0.794,1915,2215.0,56,6,0.865,0,1,0,0,Existing Customer
1702,37,0.947,0.979,1480,2027.0,44,3,0.73,3,2,2,0,Existing Customer
1256,26,1.0,0.644,1162,6363.0,47,6,0.183,2,2,2,0,Existing Customer
3178,53,0.656,0.944,2008,3920.0,25,6,0.512,2,1,3,2,Existing Customer
1626,29,1.636,1.521,1233,9226.0,36,5,0.134,3,1,3,5,Existing Customer
1562,33,0.5,0.597,1288,9376.0,49,6,0.137,1,1,4,3,Existing Customer
1960,57,0.727,1.052,1346,1944.0,46,5,0.692,3,3,1,0,Existing Customer
1154,38,1.235,1.087,1554,9599.0,36,3,0.162,0,1,3,2,Existing Customer
1629,38,0.727,0.637,843,28202.0,28,5,0.03,2,1,4,4,Existing Customer
1226,25,0.923,0.693,1662,24850.0,39,3,0.067,1,3,3,4,Existing Customer
1743,27,0.929,1.095,2233,3805.0,49,5,0.587,3,3,0,0,Existing Customer
1139,39,0.444,0.791,1306,2733.0,37,5,0.478,2,2,1,0,Existing Customer
1073,21,0.4,0.638,1253,12781.0,27,6,0.098,3,3,1,3,Existing Customer
683,17,0.7,1.045,1120,3106.0,40,3,0.361,3,3,2,0,Attrited Customer
1159,32,0.684,0.511,0,7477.0,42,3,0.0,0,3,3,3,Existing Customer
1859,47,0.958,0.986,2086,34516.0,33,6,0.06,3,1,4,4,Existing Customer
1205,28,0.867,0.648,2094,29963.0,36,6,0.07,2,5,2,4,Existing Customer
1409,37,0.37,0.83,2033,6509.0,36,5,0.312,0,3,1,0,Existing Customer
1000,18,0.059,0.742,0,13450.0,34,3,0.0,3,3,3,3,Attrited Customer
1209,39,0.3,0.61,0,27000.0,36,6,0.0,0,2,2,4,Existing Customer
1366,25,0.786,0.869,1254,34516.0,31,5,0.036,1,2,4,4,Existing Customer
1161,44,0.375,0.466,0,6347.0,47,5,0.0,2,3,2,3,Existing Customer
1512,38,0.407,0.781,1675,3106.0,49,4,0.539,2,3,1,0,Existing Customer
1750,35,1.333,1.059,913,2536.0,31,4,0.36,1,1,1,2,Existing Customer
1170,24,0.846,1.139,1954,13048.0,35,6,0.15,0,3,3,4,Existing Customer
2218,50,0.613,1.081,968,2453.0,37,3,0.395,1,3,2,2,Existing Customer
1198,33,0.833,1.01,1249,16138.0,36,3,0.077,2,2,3,4,Existing Customer
1329,26,0.444,0.637,1965,8077.0,38,3,0.243,0,2,2,3,Existing Customer
857,36,1.118,0.835,1673,1929.0,23,3,0.867,3,3,2,2,Attrited Customer
1470,30,1.143,0.589,2517,3127.0,36,3,0.805,2,3,2,2,Existing Customer
1435,25,1.778,0.708,1454,8645.0,36,3,0.168,2,3,5,2,Existing Customer
1093,22,0.833,0.503,0,1438.3,49,3,0.0,3,1,3,3,Existing Customer
715,20,0.818,0.727,0,2185.0,38,6,0.0,2,3,3,3,Attrited Customer
1512,42,0.909,0.912,2517,24487.0,32,5,0.103,2,2,3,4,Existing Customer
2399,43,0.955,1.636,0,2567.0,36,6,0.0,3,2,0,5,Existing Customer
906,22,1.2,0.543,785,4131.0,33,6,0.19,3,3,3,3,Existing Customer
1052,16,1.286,0.75,1930,10790.0,37,3,0.179,2,2,4,2,Existing Customer
975,11,0.833,0.786,1001,6884.0,33,4,0.145,3,3,3,3,Existing Customer
783,20,0.667,0.842,1299,13961.0,36,5,0.093,3,3,2,3,Attrited Customer
990,21,0.909,0.781,1916,29801.0,30,6,0.064,0,1,4,4,Existing Customer
1097,24,0.5,0.576,0,13219.0,43,4,0.0,1,1,3,3,Existing Customer
901,35,0.522,0.917,0,2536.0,46,2,0.0,3,3,4,3,Attrited Customer
1327,41,0.864,0.64,820,9478.0,36,5,0.087,1,3,4,5,Existing Customer
1814,31,0.722,2.023,1851,3502.0,34,6,0.529,2,1,4,2,Existing Customer
1365,34,1.429,0.777,2388,10509.0,56,4,0.227,3,3,0,0,Existing Customer
1058,34,0.889,0.876,0,1491.0,36,3,0.0,0,3,2,5,Existing Customer
1476,38,0.9,0.785,0,9734.0,46,6,0.0,2,1,0,5,Existing Customer
1230,36,0.565,0.747,1627,2305.0,22,6,0.706,3,1,2,2,Existing Customer
1581,44,0.833,0.909,2081,14241.0,36,3,0.146,3,1,4,4,Existing Customer
1534,29,0.933,1.134,1257,4789.0,25,3,0.262,2,1,2,2,Existing Customer
1612,39,1.438,0.693,1727,23138.0,34,4,0.075,3,2,4,4,Existing Customer
1302,36,0.636,0.674,2280,23008.0,38,6,0.099,3,1,2,4,Existing Customer
1439,40,0.481,0.602,2517,3131.0,36,3,0.804,0,1,1,2,Existing Customer
1724,45,0.452,0.564,1794,5798.0,53,5,0.309,2,3,3,0,Existing Customer
1784,35,0.944,1.205,1390,6880.0,36,5,0.202,3,2,3,2,Existing Customer
1156,29,1.071,0.862,1531,34516.0,41,3,0.044,2,2,3,4,Existing Customer
2556,49,1.13,1.322,1469,2075.0,34,6,0.708,1,2,2,2,Existing Customer
1590,37,0.37,0.845,0,4589.0,44,3,0.0,0,3,2,3,Existing Customer
884,19,0.727,1.005,0,2317.0,40,1,0.0,2,2,1,3,Attrited Customer
973,25,0.923,1.019,1518,1981.0,45,1,0.766,1,1,2,0,Attrited Customer
1447,30,0.875,0.741,0,6038.0,47,3,0.0,1,2,1,5,Existing Customer
1150,26,0.625,0.772,877,14910.0,32,5,0.059,2,3,5,3,Existing Customer
1193,21,0.615,0.512,1143,29659.0,39,3,0.039,2,3,3,4,Existing Customer
706,21,0.5,0.967,0,4320.0,42,3,0.0,2,3,2,3,Attrited Customer
1257,23,0.643,0.563,0,11213.0,36,6,0.0,3,1,1,3,Existing Customer
1303,35,0.75,0.913,0,26181.0,29,5,0.0,2,1,3,4,Existing Customer
1306,39,0.5,0.67,0,5773.0,31,3,0.0,0,1,4,5,Existing Customer
748,20,0.429,0.659,0,4503.0,36,1,0.0,3,3,2,3,Attrited Customer
1774,42,2.0,0.674,1565,29770.0,36,6,0.053,2,2,3,4,Existing Customer
1209,25,1.5,0.863,1910,5014.0,28,5,0.381,1,1,2,2,Existing Customer
1074,31,0.632,0.67,1074,3445.0,47,6,0.312,2,1,1,0,Existing Customer
1786,50,0.786,0.79,1078,23412.0,50,6,0.046,2,2,1,4,Existing Customer
1456,36,0.714,0.74,1611,3044.0,46,4,0.529,2,1,0,0,Existing Customer
1300,25,1.083,0.898,2192,14596.0,29,5,0.15,1,2,1,4,Existing Customer
1470,42,0.235,0.491,1654,3864.0,36,3,0.428,2,2,4,3,Existing Customer
715,25,0.562,0.528,1911,17030.0,29,2,0.112,3,1,3,3,Attrited Customer
1198,24,1.0,1.326,839,23090.0,44,4,0.036,3,2,3,4,Existing Customer
1556,43,1.048,0.957,1208,29205.0,36,4,0.041,0,2,2,4,Existing Customer
1606,30,1.5,2.271,2061,14035.0,49,5,0.147,3,2,2,0,Existing Customer
929,31,0.409,1.046,2517,2962.0,24,2,0.85,2,3,2,2,Attrited Customer
1606,54,0.421,0.565,1385,18578.0,30,6,0.075,0,3,2,4,Existing Customer
1199,32,0.6,0.675,1138,2201.0,46,5,0.517,2,3,1,0,Existing Customer
2400,60,0.622,1.362,1483,2061.0,25,4,0.72,2,3,0,2,Existing Customer
1337,44,0.76,0.588,1660,24602.0,23,4,0.067,2,2,5,4,Existing Customer
1270,33,0.833,0.954,896,15911.0,29,3,0.056,2,2,2,4,Existing Customer
654,14,0.4,0.885,0,16867.0,50,2,0.0,3,2,2,3,Attrited Customer
1909,54,0.688,0.942,1526,2783.0,37,3,0.548,0,3,3,2,Existing Customer
922,25,0.562,1.035,0,2972.0,47,3,0.0,2,3,3,3,Attrited Customer
1158,42,0.355,0.542,2235,5124.0,36,5,0.436,2,3,3,2,Existing Customer
1323,26,0.444,0.89,2362,2880.0,53,6,0.82,2,6,1,0,Existing Customer
1025,35,0.667,0.481,0,5579.0,46,4,0.0,0,1,1,5,Existing Customer
1700,35,1.5,0.801,2149,12010.0,44,5,0.179,3,1,4,4,Existing Customer
1628,51,1.217,0.858,1597,34516.0,36,6,0.046,3,3,2,4,Existing Customer
1377,32,0.684,1.04,885,4394.0,29,5,0.201,2,2,1,5,Existing Customer
1517,33,0.65,0.815,723,18325.0,35,4,0.039,3,3,4,4,Existing Customer
1528,25,1.083,0.783,1972,3773.0,37,5,0.523,2,3,4,2,Existing Customer
1329,24,0.6,0.715,1748,21684.0,29,5,0.081,3,1,1,4,Existing Customer
1505,33,0.737,0.965,774,1919.0,40,4,0.403,2,1,3,2,Existing Customer
1172,38,0.462,0.96,1713,9995.0,33,5,0.171,2,3,3,3,Existing Customer
1646,39,1.294,1.16,2098,11910.0,35,3,0.176,2,2,2,2,Existing Customer
1693,32,1.286,1.26,1529,2279.0,36,4,0.671,0,2,3,2,Existing Customer
1336,23,0.211,0.781,0,3539.0,48,3,0.0,2,1,1,3,Existing Customer
1289,19,0.727,0.759,1351,30579.0,36,5,0.044,3,1,3,4,Existing Customer
1416,32,0.778,0.505,1923,24480.0,42,4,0.079,0,1,3,4,Existing Customer
1608,33,1.2,0.94,0,17561.0,52,6,0.0,2,1,1,5,Existing Customer
1885,51,0.545,0.75,0,1638.0,40,3,0.0,2,1,0,5,Existing Customer
1744,53,0.606,0.76,2216,2947.0,36,3,0.752,2,3,1,0,Existing Customer
1922,48,0.655,1.519,1112,5738.0,42,6,0.194,0,1,4,5,Existing Customer
1448,29,0.381,0.428,1833,33304.0,34,5,0.055,2,2,4,4,Existing Customer
1300,36,0.8,0.591,1603,7251.0,48,6,0.221,3,3,1,0,Existing Customer
1366,31,0.632,0.387,1895,2885.0,34,6,0.657,0,2,1,0,Existing Customer
1439,39,1.053,0.891,1257,2641.0,36,6,0.476,3,2,1,0,Existing Customer
1241,46,0.643,0.583,2043,2801.0,35,6,0.729,0,3,4,2,Existing Customer
1917,33,0.941,1.566,809,16794.0,45,3,0.048,3,3,1,4,Existing Customer
1391,39,0.625,0.696,1672,9336.0,41,4,0.179,3,1,3,3,Existing Customer
1246,31,0.824,0.938,2517,2763.0,43,4,0.911,0,1,5,2,Existing Customer
1248,27,0.688,1.08,1044,17391.0,36,5,0.06,2,3,3,4,Existing Customer
1936,44,1.316,0.665,2493,3198.0,36,3,0.78,0,2,1,2,Existing Customer
2375,63,0.575,1.06,1786,5100.0,26,3,0.35,2,3,4,2,Existing Customer
1238,25,1.083,0.484,2517,3955.0,39,3,0.636,2,1,3,2,Existing Customer
1626,41,0.864,1.346,1985,3140.0,48,5,0.632,1,3,1,0,Existing Customer
791,22,0.833,0.731,710,4028.0,36,3,0.176,3,3,3,3,Attrited Customer
1204,28,0.333,0.479,0,2264.0,32,5,0.0,3,3,2,3,Existing Customer
1300,33,0.5,0.691,2008,21620.0,44,5,0.093,2,2,3,4,Existing Customer
1612,47,0.88,1.138,1535,6385.0,45,3,0.24,0,2,2,0,Existing Customer
1071,28,1.0,0.638,1658,2375.0,31,4,0.698,3,2,4,2,Existing Customer
1378,37,0.762,0.68,1721,1963.0,13,3,0.877,3,3,2,2,Existing Customer
1100,29,0.381,0.63,1084,4256.0,37,6,0.255,2,2,4,3,Existing Customer
2052,45,0.607,0.94,1152,5097.0,49,5,0.226,0,1,1,0,Existing Customer
1349,33,1.357,0.949,2517,3228.0,45,3,0.78,3,2,1,0,Existing Customer
1215,36,0.714,0.893,977,20231.0,41,6,0.048,3,1,1,4,Existing Customer
1149,25,0.562,1.048,2137,27512.0,39,3,0.078,3,2,1,4,Attrited Customer
2354,50,0.786,1.142,1540,1929.0,47,5,0.798,0,2,3,2,Existing Customer
2644,40,0.481,0.525,2019,2585.0,13,6,0.781,2,3,0,2,Existing Customer
918,14,0.556,1.022,1799,12151.0,47,3,0.148,3,3,1,0,Attrited Customer
1362,31,1.214,0.618,2113,34516.0,42,3,0.061,2,2,3,4,Existing Customer
1222,37,0.85,0.575,1013,34516.0,31,6,0.029,1,3,4,4,Existing Customer
1364,32,0.684,0.62,0,5504.0,32,4,0.0,2,1,4,3,Existing Customer
1463,40,1.0,0.93,1203,10021.0,28,4,0.12,2,1,4,5,Existing Customer
1631,31,0.824,1.265,2318,3558.0,49,5,0.651,0,3,0,0,Existing Customer
1878,55,0.41,0.802,1513,19853.0,44,4,0.076,4,3,3,4,Existing Customer
1489,32,0.455,0.591,838,4969.0,31,6,0.169,2,3,1,3,Existing Customer
1437,37,0.609,1.167,1603,3117.0,40,3,0.514,3,2,3,2,Existing Customer
1313,37,0.609,0.755,2332,21526.0,41,4,0.108,0,2,2,4,Existing Customer
1290,38,0.462,0.722,1412,5504.0,51,4,0.257,2,2,0,0,Existing Customer
1975,49,1.579,1.391,1124,5512.0,53,4,0.204,2,3,0,0,Existing Customer
807,22,0.692,0.644,0,1438.3,39,1,0.0,3,2,2,3,Attrited Customer
1438,28,0.556,0.512,1466,7262.0,28,5,0.202,0,3,3,3,Existing Customer
1233,29,0.611,0.701,1692,7319.0,40,6,0.231,2,3,3,0,Existing Customer
709,27,0.421,0.676,0,1438.3,25,3,0.0,3,5,2,3,Attrited Customer
1597,39,0.56,0.861,1387,7712.0,30,4,0.18,3,3,4,3,Existing Customer
1283,28,1.154,0.865,0,2053.0,37,6,0.0,0,3,1,5,Existing Customer
1101,37,0.276,0.892,2517,12804.0,32,3,0.197,3,1,2,3,Existing Customer
1593,36,0.333,0.493,1601,26443.0,36,3,0.061,2,3,4,4,Existing Customer
1631,46,0.533,0.412,1928,3125.0,36,6,0.617,0,2,4,2,Existing Customer
2194,53,0.606,1.134,2259,4930.0,48,6,0.458,2,1,2,0,Existing Customer
1128,27,0.929,0.605,0,9476.0,36,6,0.0,3,3,2,3,Existing Customer
1497,35,0.25,0.566,1667,11722.0,37,6,0.142,3,3,1,3,Existing Customer
1385,50,0.515,1.058,0,13301.0,33,4,0.0,3,1,2,5,Existing Customer
1449,27,1.455,1.337,0,1438.3,47,4,0.0,3,2,1,5,Existing Customer
974,28,0.273,1.004,0,1438.3,37,3,0.0,1,3,2,3,Attrited Customer
731,18,0.5,0.749,0,6705.0,36,3,0.0,3,2,1,3,Attrited Customer
1191,37,1.176,0.791,0,22718.0,31,4,0.0,0,2,2,4,Existing Customer
1421,34,0.308,0.631,1788,23981.0,28,4,0.075,2,2,4,4,Existing Customer
1256,35,0.591,0.81,1010,2318.0,56,4,0.436,4,2,2,0,Existing Customer
1744,50,0.852,0.904,1040,19324.0,29,4,0.054,2,3,1,4,Existing Customer
1766,39,0.625,0.777,1993,5331.0,34,5,0.374,1,3,2,2,Existing Customer
2229,48,0.778,1.389,1276,15700.0,31,5,0.081,0,2,4,4,Existing Customer
1773,39,1.053,1.285,894,17625.0,30,6,0.051,2,2,4,4,Existing Customer
1860,37,0.85,1.078,0,17438.0,34,6,0.0,2,3,2,5,Existing Customer
1179,27,0.688,0.684,0,1962.0,25,3,0.0,1,3,4,3,Existing Customer
906,16,0.333,0.749,0,8077.0,56,3,0.0,2,3,0,3,Attrited Customer
2781,54,0.35,0.466,1616,3290.0,13,6,0.491,2,1,0,2,Existing Customer
1650,53,0.606,0.652,1728,2402.0,53,5,0.719,2,3,0,0,Existing Customer
1446,37,0.762,0.812,1999,9256.0,42,6,0.216,0,1,3,0,Existing Customer
1703,48,0.371,0.658,895,3674.0,36,6,0.244,3,3,0,3,Existing Customer
761,17,0.214,0.856,0,6462.0,50,2,0.0,3,5,2,3,Attrited Customer
1536,44,0.63,0.533,0,1638.0,48,4,0.0,2,2,0,3,Existing Customer
1373,36,1.118,0.543,2480,4335.0,38,3,0.572,2,3,4,2,Existing Customer
1256,29,0.706,0.759,1034,3233.0,32,5,0.32,2,3,4,3,Existing Customer
643,16,0.231,0.766,2517,11862.0,36,1,0.212,1,3,4,3,Attrited Customer
1215,45,0.406,0.426,1938,34516.0,24,4,0.056,0,2,2,4,Existing Customer
2244,58,0.706,1.125,1961,19802.0,38,6,0.099,2,6,4,4,Existing Customer
1409,36,0.5,0.408,1729,24869.0,36,4,0.07,2,2,3,4,Existing Customer
1469,23,1.091,0.708,1975,3624.0,36,4,0.545,1,2,3,2,Existing Customer
1847,59,0.405,0.709,960,6175.0,36,4,0.155,2,1,1,3,Existing Customer
1277,29,0.526,0.886,1945,10953.0,48,5,0.178,0,1,1,0,Existing Customer
1227,24,0.5,0.695,0,11338.0,28,6,0.0,3,2,4,3,Existing Customer
1336,38,0.652,0.85,1184,5544.0,35,3,0.214,2,2,2,3,Existing Customer
1110,58,0.349,1.317,706,19665.0,36,4,0.036,1,1,4,4,Existing Customer
1474,26,0.857,0.763,1412,2927.0,43,6,0.482,3,2,2,0,Existing Customer
1955,44,0.76,1.073,1618,5146.0,33,4,0.314,3,3,3,2,Existing Customer
660,17,0.308,0.701,0,1704.0,44,5,0.0,3,3,1,3,Attrited Customer
888,18,1.25,1.037,0,1438.3,46,2,0.0,3,2,1,5,Attrited Customer
1785,45,1.143,1.297,1170,2974.0,36,6,0.393,3,1,4,2,Existing Customer
705,14,0.273,0.526,788,5472.0,49,1,0.144,2,2,1,3,Attrited Customer
1211,25,0.923,0.593,1822,2736.0,38,3,0.666,2,1,2,0,Existing Customer
1391,40,0.212,0.65,862,1438.3,37,6,0.599,1,2,2,3,Existing Customer
1407,29,0.812,0.976,1782,5406.0,45,4,0.33,0,3,2,0,Existing Customer
1616,50,0.515,0.426,2174,34516.0,44,5,0.063,1,1,2,4,Existing Customer
1498,43,0.536,0.995,1311,1976.0,36,6,0.663,2,2,0,0,Existing Customer
1536,38,0.652,0.831,2252,8714.0,40,3,0.258,1,1,4,2,Existing Customer
1594,45,0.452,0.799,1378,8693.0,41,4,0.159,1,1,4,3,Existing Customer
1190,30,0.5,0.735,710,9247.0,36,6,0.077,2,1,1,3,Existing Customer
1248,37,0.85,0.822,1430,7717.0,33,6,0.185,0,5,3,2,Existing Customer
827,21,0.75,0.993,0,4908.0,38,3,0.0,3,4,4,3,Attrited Customer
920,18,0.5,0.685,0,7222.0,38,6,0.0,3,1,3,3,Attrited Customer
1755,54,0.543,0.676,0,21740.0,48,6,0.0,2,2,0,4,Existing Customer
804,15,0.5,0.737,0,2323.0,44,3,0.0,2,2,3,3,Attrited Customer
1196,30,0.429,0.296,0,7788.0,29,4,0.0,2,2,4,3,Existing Customer
850,22,0.692,0.963,361,1438.3,36,4,0.251,3,1,1,3,Attrited Customer
1644,28,0.647,1.487,1314,23700.0,36,3,0.055,2,2,2,4,Existing Customer
1749,50,0.429,0.914,693,11710.0,40,6,0.059,1,3,2,5,Existing Customer
2307,45,0.8,1.328,845,2278.0,45,3,0.371,2,2,0,0,Existing Customer
1757,45,0.607,0.717,1113,4048.0,22,3,0.275,0,3,0,2,Existing Customer
1826,35,1.059,0.963,1853,3663.0,24,6,0.506,2,2,2,2,Existing Customer
799,17,0.214,0.672,0,1438.3,36,2,0.0,3,2,1,3,Attrited Customer
2121,60,0.579,0.625,1575,3518.0,28,4,0.448,2,5,1,2,Existing Customer
1468,29,0.381,0.619,0,1717.0,36,4,0.0,0,1,4,3,Existing Customer
1482,46,0.643,0.552,1185,16813.0,45,3,0.07,2,2,1,3,Existing Customer
1726,37,0.85,0.955,2104,16434.0,25,4,0.128,3,2,3,4,Existing Customer
1806,31,0.409,0.658,1118,21872.0,45,4,0.051,3,2,3,4,Existing Customer
1405,43,0.387,0.584,1437,15897.0,41,5,0.09,0,2,4,4,Existing Customer
2052,50,0.724,1.064,1150,4271.0,46,5,0.269,2,3,4,0,Existing Customer
1175,34,0.7,0.504,1309,7361.0,29,6,0.178,2,1,3,3,Existing Customer
1786,37,0.37,0.553,479,1438.3,36,4,0.333,3,1,0,3,Existing Customer
1675,58,0.415,0.872,1077,8628.0,33,6,0.125,3,3,3,3,Existing Customer
1200,36,0.895,0.807,1705,18750.0,44,4,0.091,3,3,2,4,Existing Customer
1283,37,0.542,0.499,819,21242.0,36,4,0.039,3,2,3,3,Existing Customer
1937,57,0.781,0.908,1570,2961.0,56,5,0.53,0,3,0,0,Existing Customer
2033,38,0.727,1.142,1528,11327.0,29,4,0.135,2,2,3,4,Existing Customer
1915,37,1.056,1.455,2517,8308.0,40,6,0.303,3,1,3,0,Existing Customer
1988,36,0.895,1.06,2217,3249.0,28,4,0.682,2,2,3,2,Existing Customer
1648,30,1.5,1.242,1358,2981.0,36,5,0.456,2,1,2,2,Existing Customer
1902,45,0.667,0.825,901,8829.0,31,4,0.102,0,1,3,5,Existing Customer
1454,35,0.522,0.524,2170,3714.0,33,3,0.584,2,3,3,2,Existing Customer
838,24,0.412,0.65,0,7340.0,28,6,0.0,3,1,2,3,Attrited Customer
1918,61,0.649,0.709,0,16952.0,51,4,0.0,3,2,4,5,Existing Customer
837,25,0.667,0.881,0,20865.0,35,4,0.0,3,1,3,4,Attrited Customer
4311,78,0.56,0.729,1040,3083.0,25,6,0.337,2,3,3,2,Existing Customer
1567,33,0.32,0.692,1550,10584.0,24,3,0.146,2,2,3,3,Existing Customer
